zcta,demand_supply_gap_2019,demand_supply_gap_2021,demand_supply_gap_2022,demand_supply_gap_2023,pct_hh_income_100k_plus_2019,pct_hh_income_100k_plus_2021,pct_hh_income_100k_plus_2022,pct_hh_income_100k_plus_2023,pct_pop_25_44_2019,pct_pop_25_44_2021,pct_pop_25_44_2022,pct_pop_25_44_2023,total_population_2019,total_population_2021,total_population_2022,total_population_2023,units_per_target_hh_2019,units_per_target_hh_2021,units_per_target_hh_2022,units_per_target_hh_2023,pct_pop_25_44_change_19_23,pct_pop_25_44_pct_change_19_23,pct_hh_income_100k_plus_change_19_23,pct_hh_income_100k_plus_pct_change_19_23,total_population_change_19_23,total_population_pct_change_19_23,demand_supply_gap_change_19_23,demand_supply_gap_pct_change_19_23,units_per_target_hh_change_19_23,units_per_target_hh_pct_change_19_23,score_density,score_growth,score_affordability,score_penetration,opportunity_score,investment_tier,rationale
91042,-831.0,-535.0,-126.0,2.0,45.52,49.07,52.51,53.27,26.1,26.13,25.46,24.48,26966.0,26686.0,27119.0,27055.0,2.3764887516541684,2.199009083402147,2.032843230857361,1.9924465733235077,-1.62,-6.21,7.75,17.03,89.0,0.33,833.0,-100.24,-0.3840421783306607,-16.160067160568126,53.27,53.87,50.0,57.82,53.28,EMERGING,ZIP 91042: tight stock (-16.2 units/target HH) signals pent-up demand; buyer density still building.
93610,-920.0,-814.0,-499.0,-426.0,32.34,38.26,45.79,46.94,35.94,34.08,31.78,30.1,22724.0,23575.0,23795.0,24088.0,3.411030860144452,2.8165775401069517,2.336649423000398,2.2776728371741592,-5.84,-16.25,14.6,45.15,1364.0,6.0,494.0,-53.7,-1.1333580229702926,-33.226261193142555,46.94,57.3,50.0,66.84,53.28,EMERGING,ZIP 93610: tight stock (-33.2 units/target HH) signals pent-up demand; buyer density still building.
98823,-1166.0,-870.0,-1016.0,-725.0,39.98,47.8,45.53,50.19,24.3,25.55,25.02,26.18,11304.0,12514.0,12638.0,12661.0,2.8237523689197728,2.251270207852194,2.3339960238568587,2.095624718087506,1.88,7.74,10.21,25.54,1357.0,12.0,441.0,-37.82,-0.7281276508322669,-25.785818149160594,50.19,55.1,50.0,62.91,53.28,EMERGING,ZIP 98823: tight stock (-25.8 units/target HH) signals pent-up demand; buyer density still building.
93015,-545.0,-476.0,-336.0,-428.0,51.99,49.76,53.88,56.18,26.22,28.97,30.02,29.2,17989.0,18810.0,18716.0,18917.0,2.078235076010382,2.1373546511627906,1.9717940308297803,1.897121861604409,2.98,11.37,4.19,8.06,928.0,5.16,117.0,-21.47,-0.18111321440597283,-8.71476073600194,56.18,52.1,50.0,53.88,53.27,EMERGING,ZIP 93015: tight stock (-8.7 units/target HH) signals pent-up demand; buyer density still building.
93518,-196.0,-238.0,-219.0,-196.0,27.15,28.67,32.3,44.1,16.95,10.13,11.52,7.44,814.0,918.0,894.0,1115.0,5.584158415841584,5.495798319327731,4.548148148148148,3.242574257425743,-9.51,-56.11,16.95,62.43,301.0,36.98,0.0,-0.0,-2.341584158415841,-41.93262411347517,44.1,58.48,50.0,71.45,53.27,EMERGING,ZIP 93518: tight stock (-41.9 units/target HH) signals pent-up demand; buyer density still building.
99206,-3236.0,-2990.0,-2283.0,-1888.0,39.18,43.96,47.57,50.34,28.09,28.66,28.86,28.85,38792.0,42139.0,42850.0,41442.0,2.698821185455753,2.3680021953896815,2.1791813159216473,2.06269331429931,0.76,2.71,11.16,28.48,2650.0,6.83,1348.0,-41.66,-0.6361278711564431,-23.570582392957593,50.34,55.58,50.0,61.74,53.27,EMERGING,ZIP 99206: tight stock (-23.6 units/target HH) signals pent-up demand; buyer density still building.
92683,-2274.0,-1074.0,-75.0,162.0,43.77,48.29,52.18,52.78,26.03,25.11,23.72,23.9,91105.0,91267.0,90630.0,90140.0,2.355849524596941,2.147753693842346,1.9876825133208775,1.9774875875671631,-2.13,-8.18,9.01,20.58,-965.0,-1.06,2436.0,-107.12,-0.37836193702977794,-16.060530737612,52.78,54.5,50.0,57.76,53.26,EMERGING,ZIP 92683: tight stock (-16.1 units/target HH) signals pent-up demand; buyer density still building.
98226,-2978.0,-2940.0,-2313.0,-1961.0,43.1,46.26,48.6,52.13,28.22,28.34,28.08,29.25,43892.0,45373.0,45703.0,45739.0,2.4916215859612088,2.272342373269253,2.166329894714453,2.0212828560219696,1.03,3.65,9.03,20.95,1847.0,4.21,1017.0,-34.15,-0.4703387299392392,-18.876812297233073,52.13,54.52,50.0,59.25,53.26,EMERGING,ZIP 98226: tight stock (-18.9 units/target HH) signals pent-up demand; buyer density still building.
90802,3264.0,4475.0,5712.0,6399.0,35.97,41.48,47.44,49.14,42.25,44.79,43.87,45.39,38962.0,39036.0,40012.0,39859.0,3.058398071256362,2.690717015059564,2.363204344874406,2.282915717539863,3.14,7.43,13.17,36.61,897.0,2.3,3135.0,96.05,-0.775482353716499,-25.35583451365237,49.14,56.58,50.0,62.68,53.25,EMERGING,ZIP 90802: tight stock (-25.4 units/target HH) signals pent-up demand; buyer density still building.
92518,180.0,258.0,236.0,266.0,45.76,54.51,54.16,53.8,18.51,24.93,28.18,31.8,1021.0,1103.0,1132.0,1236.0,3.1493212669683257,2.661654135338346,2.7790262172284645,2.744107744107744,13.29,71.8,8.04,17.57,215.0,21.06,86.0,47.78,-0.40521352286058177,-12.866693757498357,53.8,54.02,50.0,56.07,53.25,EMERGING,ZIP 92518: tight stock (-12.9 units/target HH) signals pent-up demand; buyer density still building.
93549,-52.0,-44.0,-25.0,-20.0,41.79,26.81,44.72,46.72,0.0,1.94,1.57,2.46,293.0,258.0,254.0,244.0,4.910714285714286,6.0,3.0727272727272728,2.5,2.46,inf,4.93,11.8,-49.0,-16.72,32.0,-61.54,-2.4107142857142856,-49.09090909090909,46.72,52.46,50.0,75.24,53.25,EMERGING,ZIP 93549: tight stock (-49.1 units/target HH) signals pent-up demand; buyer density still building.
98588,-346.0,-334.0,-375.0,-383.0,40.25,48.6,43.54,49.94,15.29,16.51,13.43,18.2,1583.0,1490.0,1564.0,1797.0,4.688022284122563,3.8505747126436782,4.261127596439169,3.4086757990867578,2.91,19.03,9.69,24.07,214.0,13.52,-37.0,10.69,-1.2793464850358052,-27.289684380739992,49.94,54.84,50.0,63.7,53.24,EMERGING,ZIP 98588: tight stock (-27.3 units/target HH) signals pent-up demand; buyer density still building.
98188,-253.0,328.0,868.0,1067.0,40.65,47.62,51.76,51.12,33.77,34.5,33.95,35.38,25175.0,27524.0,27523.0,26769.0,2.643714971977582,2.2379297025878717,2.0523569316402854,2.0986038394415356,1.61,4.77,10.47,25.76,1594.0,6.33,1320.0,-521.74,-0.5451111325360465,-20.6191339956851,51.12,55.24,50.0,60.18,53.23,EMERGING,ZIP 98188: tight stock (-20.6 units/target HH) signals pent-up demand; buyer density still building.
96002,-2779.0,-2084.0,-1843.0,-1522.0,38.09,45.22,47.72,49.73,24.91,25.64,26.3,27.46,34196.0,34693.0,34634.0,34023.0,2.8224532224532224,2.346287905193447,2.224946519664308,2.1283048211508553,2.55,10.24,11.64,30.56,-173.0,-0.51,1257.0,-45.23,-0.6941484013023671,-24.59379648102818,49.73,55.82,50.0,62.28,53.2,EMERGING,ZIP 96002: tight stock (-24.6 units/target HH) signals pent-up demand; buyer density still building.
96814,281.0,131.0,367.0,192.0,40.87,42.73,49.82,50.9,30.97,31.21,33.97,34.66,20035.0,22880.0,22723.0,23739.0,3.0403504726769657,2.8615079365079366,2.489945466939332,2.377381874515879,3.69,11.91,10.03,24.54,3704.0,18.49,-89.0,-31.67,-0.6629685981610867,-21.805663660129174,50.9,55.02,50.0,60.8,53.19,EMERGING,ZIP 96814: tight stock (-21.8 units/target HH) signals pent-up demand; buyer density still building.
97630,-777.0,-660.0,-588.0,-426.0,29.38,36.82,39.7,44.9,21.75,21.3,22.27,22.99,4969.0,5057.0,5285.0,5484.0,4.1769480519480515,3.116710875331565,2.9295261239368164,2.520661157024793,1.24,5.7,15.52,52.83,515.0,10.36,351.0,-45.17,-1.6562868949232583,-39.65304031374765,44.9,57.76,50.0,70.24,53.19,EMERGING,ZIP 97630: tight stock (-39.7 units/target HH) signals pent-up demand; buyer density still building.
93041,-362.0,176.0,205.0,554.0,40.59,46.29,47.09,50.61,34.38,34.51,33.79,33.05,24208.0,23210.0,23108.0,23179.0,2.9535689535689538,2.4957011562407354,2.520148613889683,2.2747307788630104,-1.33,-3.87,10.02,24.69,-1029.0,-4.25,916.0,-253.04,-0.6788381747059433,-22.983657580963776,50.61,55.01,50.0,61.43,53.18,EMERGING,ZIP 93041: tight stock (-23.0 units/target HH) signals pent-up demand; buyer density still building.
93591,-1025.0,-952.0,-734.0,-689.0,21.2,29.62,34.2,40.99,25.15,25.2,23.98,25.18,6744.0,6914.0,7340.0,7531.0,5.3075060532687655,3.666110183639399,3.171806167400881,2.651685393258427,0.03,0.12,19.79,93.35,787.0,11.67,336.0,-32.78,-2.6558206600103387,-50.03895677847946,40.99,59.9,50.0,75.74,53.18,EMERGING,ZIP 93591: tight stock (-50.0 units/target HH) signals pent-up demand; buyer density still building.
94970,65.0,36.0,-25.0,-6.0,70.11,69.67,48.68,73.8,11.46,9.09,5.0,0.0,698.0,594.0,400.0,372.0,3.109433962264151,3.8660287081339715,6.72972972972973,5.268115942028985,-11.46,-100.0,3.69,5.26,-326.0,-46.7,-71.0,-109.23,2.1586819797648342,69.42363163078653,73.8,51.84,50.0,12.549999999999997,53.17,EMERGING,ZIP 94970: nascent tailwinds -- revisit when income share crosses 25% or supply gap widens further.
97048,-1095.0,-978.0,-741.0,-665.0,37.35,44.31,48.4,49.63,22.8,21.77,20.61,21.49,7756.0,7530.0,7283.0,7096.0,2.910891089108911,2.5190779014308426,2.2945103857566767,2.2234118486795147,-1.31,-5.75,12.28,32.88,-660.0,-8.51,430.0,-39.27,-0.6874792404293961,-23.61748410998946,49.63,56.14,50.0,61.76,53.17,EMERGING,ZIP 97048: tight stock (-23.6 units/target HH) signals pent-up demand; buyer density still building.
92567,-733.0,-487.0,-540.0,-770.0,45.33,55.71,55.2,52.71,25.16,26.3,26.61,27.62,10648.0,10480.0,10721.0,10697.0,2.40836820083682,1.92797783933518,1.8927613941018766,1.9832102081934184,2.46,9.78,7.38,16.28,49.0,0.46,-37.0,5.05,-0.4251579926434015,-17.653363488841727,52.71,53.69,50.0,58.61,53.16,EMERGING,ZIP 92567: tight stock (-17.7 units/target HH) signals pent-up demand; buyer density still building.
92612,2968.0,3031.0,3869.0,4341.0,54.0,50.62,54.73,57.24,29.24,31.5,32.43,33.89,33234.0,34640.0,34868.0,33706.0,2.056695156695157,2.1799104644655847,2.034627092846271,1.9703730797366497,4.65,15.9,3.24,6.0,472.0,1.42,1373.0,46.26,-0.08632207695850713,-4.197125503869788,57.24,51.62,50.0,51.49,53.16,EMERGING,ZIP 92612: tight stock (-4.2 units/target HH) signals pent-up demand; buyer density still building.
94567,-91.0,-63.0,-63.0,-51.0,32.03,38.59,35.16,46.75,20.67,18.17,20.45,21.25,658.0,787.0,719.0,673.0,4.013513513513513,3.2903225806451615,3.7662337662337664,2.712962962962963,0.58,2.81,14.72,45.96,15.0,2.28,40.0,-43.96,-1.3005505505505504,-32.40428981169722,46.75,57.36,50.0,66.41,53.16,EMERGING,ZIP 94567: tight stock (-32.4 units/target HH) signals pent-up demand; buyer density still building.
99021,-1482.0,-1548.0,-1359.0,-1200.0,48.48,47.78,51.29,55.05,19.06,22.47,20.0,23.73,10019.0,10139.0,10058.0,9226.0,2.1729699666295885,2.3199052132701423,2.1449520586576423,1.9854290339989207,4.67,24.5,6.57,13.55,-793.0,-7.91,282.0,-19.03,-0.18754093263066784,-8.630626999486582,55.05,53.28,50.0,53.83,53.16,EMERGING,ZIP 99021: tight stock (-8.6 units/target HH) signals pent-up demand; buyer density still building.
91764,-787.0,-338.0,334.0,960.0,39.19,43.53,46.8,50.36,32.2,32.74,32.67,32.75,56677.0,56317.0,55311.0,55412.0,2.6585139318885447,2.3852771118318996,2.2150245668476853,2.0758554678152668,0.55,1.71,11.17,28.5,-1265.0,-2.23,1747.0,-221.98,-0.5826584640732779,-21.916697786848584,50.36,55.58,50.0,60.86,53.15,EMERGING,ZIP 91764: tight stock (-21.9 units/target HH) signals pent-up demand; buyer density still building.
94603,-1322.0,-546.0,-335.0,105.0,32.71,38.49,42.1,47.24,30.9,31.71,31.55,30.76,35862.0,35996.0,37042.0,36440.0,3.213565536205316,2.7259959141981613,2.4809074573225516,2.2371154614462645,-0.14,-0.45,14.53,44.42,578.0,1.61,1427.0,-107.94,-0.9764500747590517,-30.385254750773683,47.24,57.26,50.0,65.34,53.15,EMERGING,ZIP 94603: tight stock (-30.4 units/target HH) signals pent-up demand; buyer density still building.
99701,-250.0,50.0,114.0,254.0,39.11,44.6,43.95,49.47,29.16,30.45,30.77,31.36,17258.0,17781.0,18295.0,17564.0,3.2352036894696385,2.7433821239489258,2.6865079365079363,2.366756756756757,2.2,7.54,10.36,26.49,306.0,1.77,504.0,-201.6,-0.8684469327128816,-26.84365548727629,49.47,55.18,50.0,63.47,53.13,EMERGING,ZIP 99701: tight stock (-26.8 units/target HH) signals pent-up demand; buyer density still building.
94709,1018.0,1135.0,1337.0,1616.0,48.7,52.66,52.77,55.56,37.42,35.83,34.51,35.54,11951.0,12115.0,12200.0,12179.0,2.1977750309023487,2.1240194247291746,2.151427538850741,2.0810169491525423,-1.88,-5.02,6.86,14.09,228.0,1.91,598.0,58.74,-0.1167580817498064,-5.312558387828648,55.56,53.43,50.0,52.08,53.12,EMERGING,ZIP 94709: tight stock (-5.3 units/target HH) signals pent-up demand; buyer density still building.
97064,-613.0,-522.0,-480.0,-476.0,39.92,44.02,48.45,50.14,23.65,25.26,25.53,25.31,3167.0,3432.0,3462.0,3730.0,2.9607072691552063,2.682926829268293,2.363095238095238,2.2520435967302452,1.66,7.02,10.22,25.6,563.0,17.78,137.0,-22.35,-0.7086636724249611,-23.93562105270771,50.14,55.11,50.0,61.93,53.12,EMERGING,ZIP 97064: tight stock (-23.9 units/target HH) signals pent-up demand; buyer density still building.
91748,-1714.0,-1978.0,-1171.0,-1341.0,49.49,51.41,55.77,54.88,27.31,26.96,26.58,25.28,47079.0,45205.0,43851.0,43137.0,2.1259314456035767,2.021834680277896,1.871963230466185,1.901968555951909,-2.03,-7.43,5.39,10.89,-3942.0,-8.37,373.0,-21.76,-0.22396288965166766,-10.534812404925972,54.88,52.7,50.0,54.84,53.11,EMERGING,ZIP 91748: tight stock (-10.5 units/target HH) signals pent-up demand; buyer density still building.
93535,-5858.0,-6160.0,-5191.0,-4531.0,29.17,32.77,41.45,45.01,25.93,26.9,26.55,26.24,74264.0,79522.0,80905.0,80478.0,3.746304627249357,3.2552536474367555,2.546174142480211,2.339757386030131,0.31,1.2,15.84,54.3,6214.0,8.37,1327.0,-22.65,-1.4065472412192261,-37.544924430023,45.01,57.92,50.0,69.13,53.1,EMERGING,ZIP 93535: tight stock (-37.5 units/target HH) signals pent-up demand; buyer density still building.
99763,-38.0,-23.0,-21.0,-30.0,25.0,32.99,44.17,44.26,23.11,21.59,20.49,17.31,623.0,602.0,654.0,722.0,4.793103448275862,4.21875,2.9245283018867925,3.0925925925925926,-5.8,-25.1,19.26,77.04,99.0,15.89,8.0,-21.05,-1.7005108556832695,-35.478284039435124,44.26,59.63,50.0,68.03999999999999,53.1,EMERGING,ZIP 99763: tight stock (-35.5 units/target HH) signals pent-up demand; buyer density still building.
97039,-71.0,-41.0,-29.0,-20.0,31.38,35.5,41.48,47.22,23.19,25.46,22.63,22.17,552.0,432.0,464.0,469.0,3.7733333333333334,3.683333333333333,3.219178082191781,2.7294117647058824,-1.02,-4.4,15.84,50.48,-83.0,-15.04,51.0,-71.83,-1.043921568627451,-27.66576595302432,47.22,57.92,50.0,63.9,53.09,EMERGING,ZIP 97039: tight stock (-27.7 units/target HH) signals pent-up demand; buyer density still building.
99709,-843.0,-1350.0,-888.0,-891.0,56.6,50.36,55.39,57.4,30.25,29.07,30.38,29.86,29288.0,27880.0,28343.0,29734.0,2.110995542347697,2.3842712097745653,2.1080633006782215,1.9759722222222222,-0.39,-1.29,0.8,1.41,446.0,1.52,-48.0,5.69,-0.1350233201254747,-6.396191626975749,57.4,50.4,50.0,52.65,53.09,EMERGING,ZIP 99709: tight stock (-6.4 units/target HH) signals pent-up demand; buyer density still building.
97041,-263.0,-266.0,-282.0,-262.0,41.49,44.14,45.13,49.43,30.11,27.05,26.08,22.11,2979.0,2921.0,3171.0,3284.0,3.4306784660766962,2.911483253588517,2.720164609053498,2.3930348258706466,-8.0,-26.57,7.94,19.14,305.0,10.24,1.0,-0.38,-1.0376436402060496,-30.24601840325458,49.43,53.97,50.0,65.27000000000001,53.08,EMERGING,ZIP 97041: tight stock (-30.2 units/target HH) signals pent-up demand; buyer density still building.
97078,,-1461.0,-849.0,-827.0,,50.02,53.6,54.45,,28.45,28.33,28.33,,24463.0,24790.0,25813.0,,2.0652670013692376,1.9209157127991676,1.8745208795642525,,,,,,,,,,,54.45,50.0,50.0,60.17,53.08,EMERGING,ZIP 97078: nascent tailwinds -- revisit when income share crosses 25% or supply gap widens further.
93631,-922.0,-1052.0,-1011.0,-935.0,47.02,48.25,49.63,54.05,26.75,25.77,26.13,23.78,16282.0,16738.0,16588.0,16656.0,2.2041058033951835,2.2217557251908397,2.134496546710287,1.9601530124322601,-2.97,-11.1,7.03,14.95,374.0,2.3,-13.0,1.41,-0.24395279096292333,-11.068107102079255,54.05,53.52,50.0,55.12,53.07,EMERGING,ZIP 93631: tight stock (-11.1 units/target HH) signals pent-up demand; buyer density still building.
92404,-3062.0,-1994.0,-1219.0,-872.0,28.15,36.57,42.29,44.56,28.75,28.44,28.72,28.86,62915.0,64146.0,64090.0,63067.0,3.7649751243781093,2.8426007649308622,2.4356794599324916,2.328453138125525,0.11,0.38,16.41,58.29,152.0,0.24,2190.0,-71.52,-1.4365219862525844,-38.15488652105945,44.56,58.2,50.0,69.45,53.06,EMERGING,ZIP 92404: tight stock (-38.2 units/target HH) signals pent-up demand; buyer density still building.
92655,-172.0,195.0,361.0,423.0,25.31,36.29,44.46,43.72,23.1,22.24,24.45,23.9,8382.0,8440.0,8040.0,8101.0,4.148450244698205,2.947194719471947,2.453405017921147,2.544722719141324,0.8,3.46,18.41,72.74,-281.0,-3.35,595.0,-345.93,-1.6037275255568813,-38.65847318782416,43.72,59.2,50.0,69.72,53.06,EMERGING,ZIP 92655: tight stock (-38.7 units/target HH) signals pent-up demand; buyer density still building.
95603,-2338.0,-1911.0,-1691.0,-1673.0,45.87,51.44,51.79,52.99,22.0,20.93,21.55,22.32,29474.0,28479.0,28366.0,28195.0,2.3595160707836764,2.094361334867664,2.054084416626545,1.993322734499205,0.32,1.45,7.12,15.52,-1279.0,-4.34,665.0,-28.44,-0.36619333628447137,-15.519849210556384,52.99,53.56,50.0,57.48,53.06,EMERGING,ZIP 95603: tight stock (-15.5 units/target HH) signals pent-up demand; buyer density still building.
90022,-998.0,397.0,1168.0,1874.0,27.07,37.05,41.46,44.16,29.6,29.31,29.32,29.19,67014.0,65110.0,64147.0,61638.0,3.8650860260176247,2.825855869939034,2.5291555430658987,2.3761651131824233,-0.41,-1.39,17.09,63.13,-5376.0,-8.02,2872.0,-287.78,-1.4889209128352014,-38.52232273260176,44.16,58.54,50.0,69.65,53.04,EMERGING,ZIP 90022: tight stock (-38.5 units/target HH) signals pent-up demand; buyer density still building.
99171,-227.0,-143.0,-128.0,-143.0,26.77,35.57,42.34,43.52,23.62,22.74,22.7,24.82,1160.0,941.0,969.0,991.0,4.470588235294118,3.4615384615384617,2.8022598870056497,2.595744680851064,1.2,5.08,16.75,62.57,-169.0,-14.57,84.0,-37.0,-1.874843554443054,-41.93729003359463,43.52,58.38,50.0,71.45,53.04,EMERGING,ZIP 99171: tight stock (-41.9 units/target HH) signals pent-up demand; buyer density still building.
96014,-47.0,-24.0,-14.0,-34.0,0.0,0.0,33.33,40.0,0.0,21.93,14.45,24.56,135.0,114.0,173.0,285.0,,,4.393939393939394,3.590909090909091,24.56,inf,40.0,inf,150.0,111.11,13.0,-27.66,,,40.0,70.0,50.0,60.17,53.03,EMERGING,ZIP 96014: nascent tailwinds -- revisit when income share crosses 25% or supply gap widens further.
98596,-1025.0,-791.0,-763.0,-851.0,40.23,48.08,51.04,50.41,22.97,22.43,23.89,23.61,7813.0,7856.0,7483.0,7276.0,2.6533575317604354,2.2100494233937398,2.0616,2.077639751552795,0.64,2.79,10.18,25.3,-537.0,-6.87,174.0,-16.98,-0.5757177802076403,-21.697708405910383,50.41,55.09,50.0,60.75,53.03,EMERGING,ZIP 98596: tight stock (-21.7 units/target HH) signals pent-up demand; buyer density still building.
99605,-12.0,-29.0,-29.0,0.0,71.43,52.46,53.97,75.86,31.37,34.45,29.93,35.42,102.0,119.0,147.0,48.0,5.233333333333333,5.5625,7.235294117647059,9.5,4.05,12.91,4.43,6.2,-54.0,-52.94,12.0,-100.0,4.266666666666667,81.52866242038216,75.86,52.22,50.0,6.140000000000001,53.03,EMERGING,ZIP 99605: nascent tailwinds -- revisit when income share crosses 25% or supply gap widens further.
91343,-734.0,-237.0,361.0,770.0,46.54,48.59,51.54,53.56,28.84,28.3,28.16,28.73,66743.0,64519.0,63193.0,61607.0,2.221970689860598,2.1340583858042357,2.0084937103537253,1.9407232381343744,-0.11,-0.38,7.02,15.08,-5136.0,-7.7,1504.0,-204.9,-0.2812474517262238,-12.657568032270877,53.56,53.51,50.0,55.96,53.02,EMERGING,ZIP 91343: tight stock (-12.7 units/target HH) signals pent-up demand; buyer density still building.
95546,-619.0,-400.0,-317.0,-267.0,18.92,31.22,39.66,39.87,19.73,21.12,19.95,21.02,3466.0,3121.0,2666.0,2436.0,6.7681818181818185,4.1192982456140355,3.301242236024845,3.3122923588039868,1.29,6.54,20.95,110.73,-1030.0,-29.72,352.0,-56.87,-3.4558894593778318,-51.060824785971995,39.87,60.48,50.0,76.28,53.02,EMERGING,ZIP 95546: tight stock (-51.1 units/target HH) signals pent-up demand; buyer density still building.
95826,-1486.0,-850.0,-420.0,-530.0,42.49,48.25,51.19,51.51,29.51,30.98,30.14,31.4,39145.0,40847.0,40205.0,40500.0,2.5055693069306932,2.170391422296861,2.05680981595092,2.039541127654381,1.89,6.4,9.02,21.23,1355.0,3.46,956.0,-64.33,-0.4660281792763121,-18.599692213151897,51.51,54.51,50.0,59.11,53.02,EMERGING,ZIP 95826: tight stock (-18.6 units/target HH) signals pent-up demand; buyer density still building.
92173,-307.0,237.0,755.0,684.0,26.95,32.95,38.67,44.18,29.12,29.31,28.46,29.57,31000.0,29634.0,28609.0,26507.0,3.8590102707749767,3.157320286036884,2.690268347882315,2.3968393327480246,0.45,1.55,17.23,63.93,-4493.0,-14.49,991.0,-322.8,-1.462170938026952,-37.88979130478746,44.18,58.62,50.0,69.31,53.01,EMERGING,ZIP 92173: tight stock (-37.9 units/target HH) signals pent-up demand; buyer density still building.
93560,-1695.0,-1813.0,-1541.0,-1833.0,42.17,46.88,51.01,51.34,32.18,29.38,29.28,28.04,21756.0,21195.0,21300.0,21537.0,2.625746516257465,2.311906269791007,2.1508120649651974,2.1284246575342465,-4.14,-12.87,9.17,21.75,-219.0,-1.01,-138.0,8.14,-0.49732185872321866,-18.940208266259553,51.34,54.59,50.0,59.29,53.01,EMERGING,ZIP 93560: tight stock (-18.9 units/target HH) signals pent-up demand; buyer density still building.
91352,-1869.0,-1298.0,-958.0,-353.0,38.42,43.72,45.26,49.69,28.12,28.67,28.82,29.39,47076.0,45900.0,45601.0,46153.0,2.7521975722059437,2.4192629179331306,2.3466424682395646,2.129016553067186,1.27,4.52,11.27,29.33,-923.0,-1.96,1516.0,-81.11,-0.6231810191387579,-22.64303353190103,49.69,55.64,50.0,61.25,52.99,EMERGING,ZIP 91352: tight stock (-22.6 units/target HH) signals pent-up demand; buyer density still building.
95975,-350.0,-301.0,-176.0,-220.0,38.57,40.96,52.63,49.92,15.72,20.23,23.71,18.7,1877.0,1661.0,1628.0,1615.0,3.1302931596091206,2.765886287625418,2.17027027027027,2.45679012345679,2.98,18.96,11.35,29.43,-262.0,-13.96,130.0,-37.14,-0.6735030361523306,-21.515653704346047,49.92,55.68,50.0,60.65,52.99,EMERGING,ZIP 95975: tight stock (-21.5 units/target HH) signals pent-up demand; buyer density still building.
97801,-1725.0,-1481.0,-868.0,-1030.0,36.0,41.45,47.59,48.43,27.38,26.2,27.46,26.68,20563.0,21526.0,21748.0,21930.0,3.183873398643557,2.800513149454779,2.43168644769528,2.345624513113477,-0.7,-2.56,12.43,34.53,1367.0,6.65,695.0,-40.29,-0.83824888553008,-26.327959079252455,48.43,56.22,50.0,63.2,52.99,EMERGING,ZIP 97801: tight stock (-26.3 units/target HH) signals pent-up demand; buyer density still building.
95482,-2293.0,-1726.0,-1509.0,-1033.0,33.52,40.67,43.94,47.4,24.48,23.72,24.1,25.43,31482.0,33744.0,34183.0,33396.0,3.305106826472121,2.7336661601910137,2.494140625,2.3629989212513482,0.95,3.88,13.88,41.41,1914.0,6.08,1260.0,-54.95,-0.9421079052207726,-28.50461285169354,47.4,56.94,50.0,64.35,52.98,EMERGING,ZIP 95482: tight stock (-28.5 units/target HH) signals pent-up demand; buyer density still building.
96749,-2530.0,-1747.0,-1763.0,-1813.0,39.58,47.27,50.89,49.69,25.01,21.29,22.76,24.68,17308.0,17738.0,18482.0,19449.0,2.952931108258451,2.3878520529351883,2.2055288461538463,2.2355555555555555,-0.33,-1.32,10.11,25.54,2141.0,12.37,717.0,-28.34,-0.7173755527028955,-24.293677244843746,49.69,55.06,50.0,62.12,52.97,EMERGING,ZIP 96749: tight stock (-24.3 units/target HH) signals pent-up demand; buyer density still building.
97131,-605.0,-701.0,-662.0,-544.0,28.57,25.8,32.58,43.13,18.21,15.34,16.7,19.33,2751.0,2627.0,2587.0,2442.0,6.228323699421965,6.062111801242236,4.790281329923274,3.35,1.12,6.15,14.56,50.96,-309.0,-11.23,61.0,-10.08,-2.878323699421965,-46.21345707656612,43.13,57.28,50.0,73.71000000000001,52.97,EMERGING,ZIP 97131: tight stock (-46.2 units/target HH) signals pent-up demand; buyer density still building.
90047,-3974.0,-2204.0,-1508.0,-1164.0,34.35,42.66,45.24,47.66,25.88,26.44,27.01,27.72,51411.0,51494.0,52200.0,50925.0,3.059225512528474,2.462094867158158,2.3113195425928303,2.201049164328413,1.84,7.11,13.31,38.75,-486.0,-0.95,2810.0,-70.71,-0.8581763482000611,-28.052078693955828,47.66,56.66,50.0,64.11,52.96,EMERGING,ZIP 90047: tight stock (-28.1 units/target HH) signals pent-up demand; buyer density still building.
97462,-766.0,-680.0,-787.0,-663.0,24.37,37.14,37.82,42.36,15.23,18.88,16.75,16.81,3730.0,4217.0,4251.0,4027.0,4.579896907216495,2.875957120980092,2.852359208523592,2.563480741797432,1.58,10.37,17.99,73.82,297.0,7.96,103.0,-13.45,-2.0164161654190624,-44.027544861147796,42.36,59.0,50.0,72.56,52.96,EMERGING,ZIP 97462: tight stock (-44.0 units/target HH) signals pent-up demand; buyer density still building.
97543,-105.0,-71.0,-52.0,-40.0,39.35,41.22,32.42,49.83,19.33,31.15,25.42,18.44,600.0,581.0,594.0,732.0,3.6605504587155964,3.5462962962962963,4.457831325301205,2.824324324324324,-0.89,-4.6,10.48,26.63,132.0,22.0,65.0,-61.9,-0.8362261343912722,-22.84427284427285,49.83,55.24,50.0,61.35,52.95,EMERGING,ZIP 97543: tight stock (-22.8 units/target HH) signals pent-up demand; buyer density still building.
