zcta,year,NAME,total_population,hh_total,hh_income_100_124k,hh_income_125_149k,hh_income_150_174k,hh_income_175_199k,hh_income_200k_plus,male_25_29,male_30_34,male_35_39,male_40_44,female_25_29,female_30_34,female_35_39,female_40_44,median_home_value,median_gross_rent,total_households,total_housing_units,owner_occupied_units,renter_occupied_units,pop_25_44,pct_pop_25_44,hh_income_100k_plus,pct_hh_income_100k_plus,home_value_to_income_ratio,pct_owner_occupied,demand_supply_gap,units_per_target_hh
95129,2019,ZCTA5 95129,39741,13910,1182,1005,1000,1987,4900,1339,1116,1370,1646,1049,1250,1219,1924,1462100,2325,13910,14701,8137,5773,10913,27.46,10074,72.42,14.621,55.35,1937,1.4593011713321422
95203,2019,ZCTA5 95203,15487,5472,472,360,223,174,114,521,565,604,535,839,553,516,586,226400,890,5472,6041,2113,3359,4719,30.47,1343,24.54,2.264,34.98,-770,4.498138495904691
95205,2019,ZCTA5 95205,38350,10702,704,624,181,117,153,1349,1773,1672,825,1431,1409,1172,1020,161200,1020,10702,11565,4303,6399,10651,27.77,1779,16.62,1.612,37.21,-2524,6.500843170320405
95641,2019,ZCTA5 95641,1489,719,82,61,31,4,20,33,17,59,20,33,75,34,21,253500,827,719,1005,479,240,292,19.61,198,27.54,2.535,47.66,-281,5.075757575757576
95642,2019,ZCTA5 95642,7101,3147,529,116,146,255,138,188,217,197,230,300,175,188,122,306400,1024,3147,3525,2271,876,1617,22.77,1184,37.62,3.064,64.43,-1087,2.977195945945946
95648,2019,ZCTA5 95648,52949,19587,2735,2277,1999,2043,2097,1254,1279,1696,1825,1155,1734,1700,1764,454400,1776,19587,20223,15565,4022,12407,23.43,11151,56.93,4.544,76.97,-4414,1.8135593220338984
95661,2019,ZCTA5 95661,31315,12031,1646,1484,840,1201,1675,1025,880,1003,817,894,936,1074,903,472500,1520,12031,12799,7239,4792,7532,24.05,6846,56.9,4.725,56.56,-393,1.8695588664913818
95670,2019,ZCTA5 95670,55558,20736,2898,2044,1446,1410,1339,2394,2292,1811,1822,2550,2356,1907,1539,320000,1217,20736,21653,11218,9518,16671,30.01,9137,44.06,3.2,51.81,-2081,2.3698150377585643
95683,2019,ZCTA5 95683,6326,2575,369,195,283,522,360,79,47,212,103,90,153,109,264,483600,2020,2575,2660,2291,284,1057,16.71,1729,67.15,4.836,86.13,-562,1.5384615384615385
95688,2019,ZCTA5 95688,37260,13231,1794,1569,1143,1764,1766,1311,1188,944,1290,1372,1233,1135,1147,476600,1480,13231,13849,8978,4253,9620,25.82,8036,60.74,4.766,64.83,-942,1.7233698357391738
95701,2019,ZCTA5 95701,915,347,54,77,19,13,33,6,10,24,13,15,23,15,20,422200,1375,347,539,289,58,126,13.77,196,56.48,4.222,53.62,-93,2.75
95715,2019,ZCTA5 95715,104,36,0,0,0,4,10,0,8,0,0,0,0,7,0,,,36,158,29,7,15,14.42,14,38.89,,18.35,-15,11.285714285714286
95721,2019,ZCTA5 95721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,445,0,0,0,,0,,,0.0,0,
95736,2019,ZCTA5 95736,289,64,0,0,0,0,10,17,0,0,0,21,23,0,0,,532,64,64,0,64,61,21.11,10,15.62,,0.0,10,6.4
95776,2019,ZCTA5 95776,23911,7595,850,875,635,1054,641,1236,775,855,804,892,806,678,956,378200,1258,7595,7777,4766,2829,7002,29.28,4055,53.39,3.782,61.28,-711,1.9178791615289765
95814,2019,ZCTA5 95814,11908,6709,622,397,258,333,268,1444,938,552,329,1093,744,313,125,472700,917,6709,7492,483,6226,5538,46.51,1878,27.99,4.727,6.45,1395,3.989350372736954
95832,2019,ZCTA5 95832,12114,3147,413,228,57,88,33,510,414,380,531,565,422,329,466,261400,1485,3147,3260,1551,1596,3617,29.86,819,26.02,2.614,47.58,-732,3.9804639804639805
95837,2019,ZCTA5 95837,300,119,4,8,5,7,62,0,0,0,0,13,0,4,0,885000,,119,141,83,36,17,5.67,86,72.27,8.85,58.87,3,1.6395348837209303
95612,2019,ZCTA5 95612,1321,424,69,73,20,79,40,22,69,44,74,56,19,69,36,656300,1500,424,454,251,173,389,29.45,281,66.27,6.563,55.29,30,1.6156583629893237
95614,2019,ZCTA5 95614,4359,1690,354,348,178,181,125,69,99,162,86,189,81,134,23,393600,2019,1690,1738,1470,220,843,19.34,1186,70.18,3.936,84.58,-284,1.4654300168634065
95636,2019,ZCTA5 95636,1195,545,97,17,0,35,16,18,0,0,0,22,42,73,29,238300,,545,766,545,0,184,15.4,165,30.28,2.383,71.15,-380,4.642424242424243
95675,2019,ZCTA5 95675,566,217,23,0,0,0,0,0,28,0,12,0,0,0,28,155200,,217,217,160,57,68,12.01,23,10.6,1.552,73.73,-137,9.434782608695652
95685,2019,ZCTA5 95685,4665,1953,197,110,140,93,119,197,81,151,95,48,152,92,119,379500,1055,1953,2265,1283,670,935,20.04,659,33.74,3.795,56.64,-624,3.4370257966616085
95687,2019,ZCTA5 95687,69060,22220,3339,2928,2054,2374,1995,2972,3208,2812,2260,2074,2736,2115,1768,408400,1679,22220,23314,13497,8723,19945,28.88,12690,57.11,4.084,57.89,-807,1.8371946414499607
95722,2019,ZCTA5 95722,5123,2048,221,291,110,241,326,86,104,136,92,77,141,66,108,531500,1596,2048,2149,1845,203,810,15.81,1189,58.06,5.315,85.85,-656,1.8074011774600505
95735,2019,ZCTA5 95735,12,7,2,0,0,5,0,0,0,0,0,0,0,0,2,687500,,7,350,7,0,2,16.67,7,100.0,6.875,2.0,0,50.0
95747,2019,ZCTA5 95747,66931,23180,2520,2824,2284,3695,3573,1580,1783,2323,2338,1590,1424,2924,2220,467200,1745,23180,24093,18207,4973,16182,24.18,14896,64.26,4.672,75.57,-3311,1.6174140708915146
95820,2019,ZCTA5 95820,36437,12964,1829,1026,332,377,286,1572,1914,1231,1231,1588,1466,1502,1359,248200,1183,12964,13674,6868,6096,11863,32.56,3850,29.7,2.482,50.23,-3018,3.5516883116883116
95827,2019,ZCTA5 95827,20666,7292,1006,635,363,493,229,937,802,843,412,986,897,466,542,266900,1312,7292,7664,4207,3085,5885,28.48,2726,37.38,2.669,54.89,-1481,2.8114453411592075
95903,2019,ZCTA5 95903,1653,341,43,41,9,6,6,133,37,54,19,86,55,64,17,,1986,341,357,0,341,465,28.13,105,30.79,,0.0,105,3.4
95916,2019,ZCTA5 95916,1359,568,39,33,11,16,4,60,43,36,38,8,26,27,16,173000,788,568,1009,468,100,254,18.69,103,18.13,1.73,46.38,-365,9.79611650485437
95941,2019,ZCTA5 95941,775,361,71,0,20,0,0,22,71,0,0,23,36,0,0,235500,,361,361,295,66,152,19.61,91,25.21,2.355,81.72,-204,3.967032967032967
95945,2019,ZCTA5 95945,25381,11162,1102,863,517,464,601,608,434,801,702,870,589,810,638,372000,1118,11162,12408,6168,4994,5452,21.48,3547,31.78,3.72,49.71,-2621,3.498167465463772
95954,2019,ZCTA5 95954,12371,4934,894,262,209,85,117,492,175,361,274,343,242,132,396,178200,1050,4934,5681,3900,1034,2415,19.52,1567,31.76,1.782,68.65,-2333,3.6253988513082325
95962,2019,ZCTA5 95962,1324,626,86,0,35,108,44,61,15,0,155,0,64,0,37,263700,1300,626,654,524,102,332,25.08,273,43.61,2.637,80.12,-251,2.3956043956043955
95969,2019,ZCTA5 95969,23572,9961,1312,761,458,370,410,304,846,444,459,708,748,655,468,226700,1079,9961,11309,7023,2938,4632,19.65,3311,33.24,2.267,62.1,-3712,3.4155844155844157
95971,2019,ZCTA5 95971,5924,2428,262,263,110,189,32,214,198,163,143,191,97,195,186,232800,997,2428,2912,1483,945,1387,23.41,856,35.26,2.328,50.93,-627,3.4018691588785046
95975,2019,ZCTA5 95975,1877,796,68,151,22,58,8,73,0,76,29,10,52,12,43,386000,,796,961,657,139,295,15.72,307,38.57,3.86,68.37,-350,3.1302931596091206
95977,2019,ZCTA5 95977,1488,714,45,54,10,41,0,167,41,154,15,41,141,0,60,405900,1415,714,956,492,222,619,41.6,150,21.01,4.059,51.46,-342,6.373333333333333
95986,2019,ZCTA5 95986,56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,138400,,32,101,25,7,0,0.0,0,0.0,1.384,24.75,-25,
95002,2019,ZCTA5 95002,2348,625,122,81,29,56,126,195,118,41,52,63,70,70,46,564600,2071,625,664,419,206,655,27.9,414,66.24,5.646,63.1,-5,1.603864734299517
95006,2019,ZCTA5 95006,9632,3992,618,357,434,508,716,256,251,527,266,159,243,417,130,600500,1543,3992,4673,3103,889,2249,23.35,2633,65.96,6.005,66.4,-470,1.7747816179263198
95019,2019,ZCTA5 95019,7368,2089,200,141,166,45,53,161,67,203,369,232,105,129,321,453900,1066,2089,2106,755,1334,1587,21.54,605,28.96,4.539,35.85,-150,3.48099173553719
95119,2019,ZCTA5 95119,10027,3209,308,406,448,468,719,252,291,267,402,275,334,329,282,850300,2472,3209,3274,2495,714,2432,24.25,2349,73.2,8.503,76.21,-146,1.393784589186888
95127,2019,ZCTA5 95127,66256,16530,2166,1919,1497,2156,2581,3248,3149,2022,2292,2311,2216,2052,2165,692000,2009,16530,17056,11024,5506,19455,29.36,10319,62.43,6.92,64.63,-705,1.6528733404399651
95128,2019,ZCTA5 95128,36975,13778,1838,1317,825,1569,2730,2021,2072,1466,1346,1605,1886,1600,1095,909300,1907,13778,14828,5668,8110,13091,35.41,8279,60.09,9.093,38.22,2611,1.7910375649233
90230,2019,ZCTA5 90230,32687,13327,1399,1287,1161,1825,1717,1350,1232,894,1150,1342,1256,1204,1461,769700,1789,13327,13842,7228,6099,9889,30.25,7389,55.44,7.697,52.22,161,1.8733252131546894
90249,2019,ZCTA5 90249,26429,8826,972,785,639,551,542,1403,649,969,770,876,678,774,1184,487900,1248,8826,9148,5050,3776,7303,27.63,3489,39.53,4.879,55.2,-1561,2.6219547148179996
90272,2019,ZCTA5 90272,21629,8724,708,715,485,748,4202,330,406,443,603,339,189,447,995,2000001,2537,8724,9733,6904,1820,3752,17.35,6858,78.61,20.00001,70.93,-46,1.4192184310294547
90291,2019,ZCTA5 90291,26950,13692,1517,1061,936,1667,3166,1498,1895,1363,1174,1704,1563,1292,1053,1650000,2100,13692,15882,4690,9002,11542,42.83,8347,60.96,16.5,29.53,3657,1.9027195399544747
90303,2019,ZCTA5 90303,24374,7048,922,563,322,384,241,1212,1139,675,753,926,881,684,914,468900,1364,7048,7393,2864,4184,7184,29.47,2432,34.51,4.689,38.74,-432,3.0398848684210527
90403,2019,ZCTA5 90403,23902,12739,1371,1303,1271,1652,2623,984,1489,1078,779,1332,1644,987,718,1246500,1959,12739,14682,3024,9715,9011,37.7,8220,64.53,12.465,20.6,5196,1.7861313868613138
90502,2019,ZCTA5 90502,17778,5975,714,646,538,632,411,717,859,824,603,468,711,540,589,459900,1418,5975,6472,4085,1890,5311,29.87,2941,49.22,4.599,63.12,-1144,2.2006120367222035
90603,2019,ZCTA5 90603,21584,6661,750,1256,664,958,766,779,414,864,535,618,690,840,676,607200,1891,6661,6901,5356,1305,5416,25.09,4394,65.97,6.072,77.61,-962,1.570550751024124
90604,2019,ZCTA5 90604,42911,12432,1868,1446,1008,1319,571,1752,1626,1469,1279,1393,1717,1594,1384,527200,1501,12432,12751,8130,4302,12214,28.46,6212,49.97,5.272,63.76,-1918,2.0526400515132
90007,2019,ZCTA5 90007,42433,11919,1090,321,256,261,213,2681,1556,864,638,2321,1011,890,775,622600,1182,11919,13038,1465,10454,10736,25.3,2141,17.96,6.226,11.24,676,6.089677720691266
90015,2019,ZCTA5 90015,22651,10270,814,756,368,650,1080,1777,1120,1258,904,1663,1198,999,808,705000,1375,10270,11655,1201,9069,9727,42.94,3668,35.72,7.05,10.3,2467,3.177480916030534
90003,2019,ZCTA5 90003,73730,17484,1979,958,539,366,157,3396,2771,2581,1845,3840,2517,2894,2447,362800,1212,17484,18523,4948,12536,22291,30.23,3999,22.87,3.628,26.71,-949,4.631907976994248
90020,2019,ZCTA5 90020,39189,16396,1964,992,432,347,618,2642,2335,1440,1646,2603,2021,1650,1308,633700,1376,16396,18595,1529,14867,15645,39.92,4353,26.55,6.337,8.22,2824,4.271766597748679
90023,2019,ZCTA5 90023,46680,11691,1238,739,357,290,224,1857,1588,1925,1519,1595,1574,1661,1731,427300,1139,11691,12216,3219,8472,13450,28.81,2848,24.36,4.273,26.35,-371,4.28932584269663
90027,2019,ZCTA5 90027,44770,21668,2713,2114,1255,1517,2162,2421,2934,2351,2042,3257,3008,1932,1463,1146900,1468,21668,23899,4156,17512,19408,43.35,9761,45.05,11.469,17.39,5605,2.448417170371888
90039,2019,ZCTA5 90039,29510,11685,1530,1162,1150,961,1980,1169,1889,1676,877,1410,1406,1196,1446,854200,1727,11685,12557,5318,6367,11069,37.51,6783,58.05,8.542,42.35,1465,1.8512457614624798
90045,2019,ZCTA5 90045,40567,15622,1707,1629,1257,1997,3432,1823,1842,1361,1310,1320,1898,1551,1087,959400,2132,15622,17133,8059,7563,12192,30.05,10022,64.15,9.594,47.04,1963,1.7095390141688285
90046,2019,ZCTA5 90046,50900,29025,3207,2720,1870,2181,4165,3620,4238,3446,2171,4151,2899,2217,1528,1183200,1699,29025,31822,6554,22471,24270,47.68,14143,48.73,11.832,20.6,7589,2.2500176765891253
90077,2019,ZCTA5 90077,8382,3173,276,270,136,391,1643,80,114,193,242,112,153,269,297,2000001,2566,3173,3791,2731,442,1460,17.42,2716,85.6,20.00001,72.04,-15,1.39580265095729
90260,2019,ZCTA5 90260,34827,10532,1630,839,847,669,412,1806,1401,1268,1257,1187,1349,1534,1163,541000,1493,10532,11126,4249,6283,10965,31.48,4397,41.75,5.41,38.19,148,2.530361610188765
90262,2019,ZCTA5 90262,70536,15374,2202,1041,796,703,406,3096,2884,2026,2339,3511,3061,2660,2373,399100,1212,15374,15667,7059,8315,21950,31.12,5148,33.49,3.991,45.06,-1911,3.0433177933177933
90263,2019,ZCTA5 90263,1838,0,0,0,0,0,0,2,0,0,0,31,0,0,0,,,0,0,0,0,33,1.8,0,,,,0,
90278,2019,ZCTA5 90278,40252,15312,1845,1582,1059,2115,4107,1253,1705,1737,1584,885,1810,1624,1735,881900,2049,15312,16235,8971,6341,12333,30.64,10708,69.93,8.819,55.26,1737,1.5161561449383638
90211,2019,ZCTA5 90211,8019,3661,343,342,162,483,720,343,353,255,97,524,327,187,316,1722200,1922,3661,4268,1106,2555,2402,29.95,2050,56.0,17.222,25.91,944,2.081951219512195
90056,2019,ZCTA5 90056,7649,3412,416,371,168,315,728,113,129,67,175,367,286,101,320,991300,1826,3412,3585,2288,1124,1558,20.37,1998,58.56,9.913,63.82,-290,1.7942942942942943
90058,2019,ZCTA5 90058,2718,706,61,4,30,0,1,15,137,81,44,90,118,85,97,328400,635,706,789,85,621,667,24.54,96,13.6,3.284,10.77,11,8.21875
90062,2019,ZCTA5 90062,35916,10063,1305,926,493,396,242,1545,1471,989,1111,1597,1496,1357,1301,444000,1255,10063,10680,4619,5444,10867,30.26,3362,33.41,4.44,43.25,-1257,3.176680547293278
90220,2019,ZCTA5 90220,52817,13206,1802,1252,560,574,297,1956,1904,1444,1223,1963,1804,1751,1843,330800,1233,13206,13764,7860,5346,13888,26.29,4485,33.96,3.308,57.11,-3375,3.068896321070234
90222,2019,ZCTA5 90222,33200,7979,1090,805,331,303,113,1378,1595,898,911,1434,1573,889,909,352800,1208,7979,8226,3896,4083,9587,28.88,2642,33.11,3.528,47.36,-1254,3.113550340651022
90255,2019,ZCTA5 90255,75019,18577,2322,1241,599,571,311,3141,2691,2653,2367,2816,2429,2818,2645,411700,1095,18577,19021,6162,12415,21560,28.74,5044,27.15,4.117,32.4,-1118,3.77101506740682
90265,2019,ZCTA5 90265,17954,7391,698,559,458,936,2847,257,366,311,435,320,296,380,507,2000001,2396,7391,9820,5765,1626,2872,16.0,5498,74.39,20.00001,58.71,-267,1.7861040378319388
90266,2019,ZCTA5 90266,35500,13427,1266,1247,847,1541,5406,623,778,941,1391,516,844,1312,1260,2000001,2628,13427,15020,9344,4083,7665,21.59,10307,76.76,20.00001,62.21,963,1.457262054914136
90292,2019,ZCTA5 90292,23549,12606,1028,1452,1158,1799,2979,1649,1057,1671,1010,1020,1365,1283,430,978900,2968,12606,14452,3908,8698,9485,40.28,8416,66.76,9.789,27.04,4508,1.7172053231939164
90304,2019,ZCTA5 90304,25946,6583,677,433,331,224,120,1121,898,924,1016,1395,1124,675,770,472600,1180,6583,6965,2025,4558,7923,30.54,1785,27.12,4.726,29.07,-240,3.9019607843137254
90505,2019,ZCTA5 90505,37220,13992,1842,1570,1494,1644,2281,934,990,1355,891,1286,1283,1136,1201,863300,1781,13992,14808,7913,6079,9076,24.38,8831,63.11,8.633,53.44,918,1.676820292152644
90621,2019,ZCTA5 90621,35598,10366,1635,887,539,865,612,1324,1361,1261,1257,1198,1127,1433,1303,591500,1580,10366,10782,4154,6212,10264,28.83,4538,43.78,5.915,38.53,384,2.375936535918907
90640,2019,ZCTA5 90640,62730,18898,2288,1694,1136,1158,768,2606,2760,1999,1810,2716,2264,1949,2163,492200,1334,18898,19951,8170,10728,18267,29.12,7044,37.27,4.922,40.95,-1126,2.8323395797842137
90650,2019,ZCTA5 90650,105304,26964,4356,3296,2196,2011,977,4524,4029,3551,3372,4193,3522,4091,3246,440800,1592,26964,28011,17154,9810,30528,28.99,12836,47.6,4.408,61.24,-4318,2.1822218759738234
90002,2019,ZCTA5 90002,53302,12917,1212,781,335,257,152,1957,1633,1695,1674,2317,1798,2130,1998,345900,1187,12917,13546,4517,8400,15202,28.52,2737,21.19,3.459,33.35,-1780,4.949214468396054
90005,2019,ZCTA5 90005,39732,16781,1220,741,389,431,598,2436,2342,1613,1955,2259,1623,1457,1725,777100,1235,16781,18291,1299,15482,15410,38.78,3379,20.14,7.771,7.1,2080,5.413139982243267
90011,2019,ZCTA5 90011,111165,24433,2727,1289,796,576,249,4924,4366,3973,4257,4698,4061,3498,4145,377600,1178,24433,25496,6343,18090,33922,30.52,5637,23.07,3.776,24.88,-706,4.522973212701792
90014,2019,ZCTA5 90014,8688,5644,446,459,457,320,336,611,708,500,438,602,579,434,260,544500,1710,5644,6305,145,5499,4132,47.56,2018,35.75,5.445,2.3,1873,3.124380574826561
90026,2019,ZCTA5 90026,68906,26045,3390,2602,1365,1873,2204,4329,4702,3117,2664,3865,4293,3019,2183,838400,1355,26045,27689,6170,19875,28172,40.88,11434,43.9,8.384,22.28,5264,2.4216372223193985
90033,2019,ZCTA5 90033,49155,13303,1363,742,302,248,217,2111,1527,1431,1168,1847,1602,1517,1773,434200,1091,13303,14133,2493,10810,12976,26.4,2872,21.59,4.342,17.64,379,4.920961002785515
90038,2019,ZCTA5 90038,28580,12229,1388,790,542,298,501,1988,2169,1518,1138,1860,1297,933,924,821600,1330,12229,13776,1115,11114,11827,41.38,3519,28.78,8.216,8.09,2404,3.9147485080988917
90040,2019,ZCTA5 90040,12328,3461,383,392,165,105,94,592,320,409,341,658,363,427,352,406900,1163,3461,3608,1613,1848,3462,28.08,1139,32.91,4.069,44.71,-474,3.167690956979807
90044,2019,ZCTA5 90044,99443,29029,2880,1835,854,637,474,3445,3586,3391,2822,3957,3864,3713,3710,391100,1137,29029,30461,8533,20496,28488,28.65,6680,23.01,3.911,28.01,-1853,4.560029940119761
90808,2019,ZCTA5 90808,39330,13916,2038,1540,1383,2038,2782,1225,1152,1315,1312,944,1059,1449,1647,650400,1832,13916,14256,10915,3001,10103,25.69,9781,70.29,6.504,76.56,-1134,1.4575196810142113
90680,2019,ZCTA5 90680,30531,9037,1089,697,668,622,412,1097,1279,1018,809,1092,1217,1090,1370,400200,1643,9037,9360,4544,4493,8972,29.39,3488,38.6,4.002,48.55,-1056,2.68348623853211
90701,2019,ZCTA5 90701,16801,4468,641,456,239,359,226,581,526,820,454,848,824,867,577,543200,1662,4468,4699,2163,2305,5497,32.72,1921,42.99,5.432,46.03,-242,2.446121811556481
90802,2019,ZCTA5 90802,38962,20756,2850,1619,909,1184,904,2734,2694,1745,1607,2474,1914,1861,1432,404100,1307,20756,22834,4202,16554,16461,42.25,7466,35.97,4.041,18.4,3264,3.058398071256362
90805,2019,ZCTA5 90805,95995,27354,3654,2509,1065,1289,522,4175,3726,3323,2984,4500,4298,2974,3053,405300,1212,27354,28378,11201,16153,29033,30.24,9039,33.04,4.053,39.47,-2162,3.139506582586569
90004,2019,ZCTA5 90004,60541,22004,2328,1403,782,780,1804,3166,3465,2580,2469,3492,3022,2067,2173,1063200,1307,22004,25192,3651,18353,22434,37.06,7097,32.25,10.632,14.49,3446,3.5496688741721854
95514,2019,ZCTA5 95514,140,60,0,0,0,0,6,0,36,0,0,0,0,43,0,840300,,60,165,60,0,79,56.43,6,10.0,8.403,36.36,-54,27.5
95550,2019,ZCTA5 95550,94,40,0,23,0,0,1,29,2,0,0,2,1,0,0,666700,1728,40,82,8,32,34,36.17,24,60.0,6.667,9.76,16,3.4166666666666665
95567,2019,ZCTA5 95567,1802,742,113,64,17,11,67,17,46,60,125,13,65,112,36,255000,723,742,901,543,199,474,26.3,272,36.66,2.55,60.27,-271,3.3125
95602,2019,ZCTA5 95602,17557,7010,1278,734,553,697,581,401,449,377,363,594,312,223,448,471000,1277,7010,7628,5370,1640,3167,18.04,3843,54.82,4.71,70.4,-1527,1.9849076242518866
95603,2019,ZCTA5 95603,29474,12072,1479,1217,803,1086,953,847,792,904,783,737,681,893,846,426300,1200,12072,13067,7876,4196,6483,22.0,5538,45.87,4.263,60.27,-2338,2.3595160707836764
95628,2019,ZCTA5 95628,40855,16090,2451,1628,1213,1578,2278,1235,1220,1524,947,1302,1066,1430,827,437200,1386,16090,16934,11253,4837,9551,23.38,9148,56.86,4.372,66.45,-2105,1.8511149978137298
93927,2019,ZCTA5 93927,18812,4071,759,367,191,146,62,1033,790,592,508,736,615,649,685,309200,1364,4071,4563,1917,2154,5608,29.81,1525,37.46,3.092,42.01,-392,2.9921311475409835
93035,2019,ZCTA5 93035,29354,9929,1107,1409,785,1396,995,884,1151,879,794,966,893,916,974,573200,2073,9929,12071,5804,4125,7457,25.4,5692,57.33,5.732,48.08,-112,2.120695713281799
93067,2019,ZCTA5 93067,410,260,0,14,28,22,0,84,0,0,0,0,30,0,0,668800,3204,260,418,118,142,114,27.8,64,24.62,6.688,28.23,-54,6.53125
93203,2019,ZCTA5 93203,22662,5280,555,216,150,69,15,852,705,698,811,941,708,778,619,166500,899,5280,5602,2515,2765,6112,26.97,1005,19.03,1.665,44.89,-1510,5.574129353233831
93060,2019,ZCTA5 93060,33773,9622,1593,987,457,536,392,1449,1001,1096,1221,1031,1094,928,1266,396700,1266,9622,10220,5146,4476,9086,26.9,3965,41.21,3.967,50.35,-1181,2.5775535939470364
93065,2019,ZCTA5 93065,71832,23881,3600,2828,2503,3133,3644,2461,2356,2191,2121,2415,1990,2241,2608,601500,2090,23881,24803,17588,6293,18383,25.59,15708,65.78,6.015,70.91,-1880,1.579004329004329
94553,2019,ZCTA5 94553,49784,18961,2729,2347,2012,2257,3141,1516,1700,1584,1708,1317,1717,1731,1636,570200,1722,18961,19791,12936,6025,12909,25.93,12486,65.85,5.702,65.36,-450,1.5850552618933205
94602,2019,ZCTA5 94602,30162,11813,1375,1068,647,1344,2513,941,1204,1084,1272,954,1046,1073,1237,835400,1426,11813,12562,6712,5101,8811,29.21,6947,58.81,8.354,53.43,235,1.808262559378149
94608,2019,ZCTA5 94608,31013,14368,1611,1706,990,1371,2373,2079,2616,1693,1283,2362,2122,1763,982,602200,2059,14368,15501,5170,9198,14900,48.04,8051,56.03,6.022,33.35,2881,1.9253508880884362
94609,2019,ZCTA5 94609,23726,9915,1407,998,967,935,1496,1799,1546,1072,1030,1873,1505,1256,1025,832700,1638,9915,10546,2919,6996,11106,46.81,5803,58.53,8.327,27.68,2884,1.817335860761675
94922,2019,ZCTA5 94922,1075,265,15,100,33,10,28,14,34,60,37,17,25,92,0,772500,2270,265,294,203,62,279,25.95,186,70.19,7.725,69.05,-17,1.5806451612903225
94931,2019,ZCTA5 94931,8926,3263,568,311,341,214,333,229,311,371,350,280,278,390,341,555800,1630,3263,3416,1983,1280,2550,28.57,1767,54.15,5.558,58.05,-216,1.9332201471420487
93066,2019,ZCTA5 93066,3220,1020,103,139,72,136,233,75,163,82,71,68,92,56,133,964200,1409,1020,1142,701,319,740,22.98,683,66.96,9.642,61.38,-18,1.67203513909224
93105,2019,ZCTA5 93105,28545,11655,1580,1032,837,1157,2467,683,760,850,736,779,840,886,889,1089900,1890,11655,12318,6270,5385,6423,22.5,7073,60.69,10.899,50.9,803,1.741552382298883
93208,2019,ZCTA5 93208,106,85,0,0,0,0,0,0,0,0,0,64,0,0,0,,,85,593,18,67,64,60.38,0,0.0,,3.04,-18,
93215,2019,ZCTA5 93215,54958,12336,1248,807,311,518,188,3408,3161,2222,2062,1793,1380,1728,1497,184500,905,12336,13180,7158,5178,17251,31.39,3072,24.9,1.845,54.31,-4086,4.290364583333333
93219,2019,ZCTA5 93219,10285,2537,160,183,44,17,66,288,362,273,497,235,330,426,415,143500,738,2537,2638,1215,1322,2826,27.48,470,18.53,1.435,46.06,-745,5.6127659574468085
93225,2019,ZCTA5 93225,4782,1942,204,101,90,69,16,92,106,133,161,84,110,180,112,198800,846,1942,2519,1278,664,978,20.45,480,24.72,1.988,50.73,-798,5.247916666666667
93210,2019,ZCTA5 93210,18336,4699,560,457,243,291,260,1122,1183,909,758,441,586,514,601,170800,874,4699,5200,2504,2195,6114,33.34,1811,38.54,1.708,48.15,-693,2.8713418001104363
93243,2019,ZCTA5 93243,1532,676,28,68,13,18,0,137,51,51,82,79,81,21,55,,1005,676,790,480,196,557,36.36,127,18.79,,60.76,-353,6.2204724409448815
93250,2019,ZCTA5 93250,16191,3678,345,193,19,138,0,668,891,806,637,542,442,581,452,174000,900,3678,3787,2117,1561,5019,31.0,695,18.9,1.74,55.9,-1422,5.448920863309352
93257,2019,ZCTA5 93257,76519,22264,2026,1417,1250,945,562,2683,2353,2177,2457,2488,2424,2703,2180,174200,933,22264,23843,11912,10352,19465,25.44,6200,27.85,1.742,49.96,-5712,3.8456451612903226
93262,2019,ZCTA5 93262,53,0,0,0,0,0,0,0,18,0,0,0,0,0,0,,,0,0,0,0,18,33.96,0,,,,0,
93615,2019,ZCTA5 93615,6347,1549,183,58,23,24,0,224,129,356,182,308,135,199,118,135900,974,1549,1614,711,838,1651,26.01,288,18.59,1.359,44.05,-423,5.604166666666667
93620,2019,ZCTA5 93620,8906,2757,260,157,96,118,171,454,323,168,203,482,238,234,290,217900,939,2757,3086,1542,1215,2392,26.86,802,29.09,2.179,49.97,-740,3.8478802992518704
93622,2019,ZCTA5 93622,10335,2748,242,108,66,72,55,429,220,485,246,313,311,313,240,170600,664,2748,2906,1055,1693,2557,24.74,543,19.76,1.706,36.3,-512,5.351749539594843
93645,2019,ZCTA5 93645,148,50,36,0,0,0,14,0,0,0,0,0,0,0,0,,,50,77,50,0,0,0.0,50,100.0,,64.94,0,1.54
93650,2019,ZCTA5 93650,3173,1213,152,51,2,7,0,90,71,199,85,108,49,136,102,80300,945,1213,1328,570,643,840,26.47,212,17.48,0.803,42.92,-358,6.264150943396227
93512,2019,ZCTA5 93512,328,130,0,0,0,8,0,1,0,58,8,4,3,4,17,202500,,130,156,115,15,95,28.96,8,6.15,2.025,73.72,-107,19.5
93516,2019,ZCTA5 93516,2244,966,156,101,40,26,6,85,154,29,34,97,52,42,43,70200,703,966,1190,563,403,536,23.89,329,34.06,0.702,47.31,-234,3.617021276595745
93523,2019,ZCTA5 93523,3556,1161,217,84,116,44,48,217,226,188,66,221,178,158,107,74500,1556,1161,1484,229,932,1361,38.27,509,43.84,0.745,15.43,280,2.9155206286836934
